Training loss,Validation loss,Accuracy,Precision,Recall,F1-score,CSI-score
0.2264218,0.18375334,0.9203766041666667,0.6046149117034669,0.6969252900853151,0.6474965911758225,0.4791442838944834
0.17811535,0.15950727,0.9270750833333333,0.6749204824676014,0.5895033192054708,0.629312604343598,0.4595709918680757
0.17461966,0.16458064,0.9266948333333334,0.6405899065174538,0.6892705931166596,0.6639385686426146,0.4972159031343752
0.17425065,0.15794653,0.9283548125000001,0.6913275548887968,0.5747606205067542,0.6276220805616548,0.45772121630194673
0.17337665,0.15589666,0.9284180833333333,0.6644080794144048,0.6452030299025238,0.6545127153468091,0.48673997789313617
0.17391872,0.15334931,0.9295596666666667,0.6785295393312509,0.6268689065843052,0.6515953774847358,0.4836024596362175
0.17233439,0.15689975,0.9282535625,0.7292289771649555,0.5041577313997676,0.5961321519255356,0.42513718762255004
0.17116041,0.16958824,0.9274381666666667,0.6440343380434868,0.6926870851426071,0.6673537964847052,0.5010566374309251
0.17212263,0.15249534,0.9292040625,0.6605524411217752,0.6723023377199595,0.6662335263131598,0.49981066659325435
0.17286801,0.16156182,0.9302945208333333,0.6888928924763158,0.6146002786578542,0.6495136029585332,0.4812930095395269
0.1719304,0.15384722,0.9301532083333334,0.6866110319452634,0.617510119277624,0.6500765179784498,0.48183357614184563
0.17156084,0.15568846,0.9285553541666667,0.7377482459993092,0.49562206774622486,0.5929154012462202,0.4219024602096616
0.17096588,0.17906453,0.9305853958333333,0.6942307714561013,0.6056310223803043,0.6469084454097993,0.47858814017920986
0.16956432,0.15049832,0.9310911666666667,0.6814624833140555,0.6477505773867528,0.6639884342968793,0.4972738123773387
0.16845244,0.14915067,0.9318584375000001,0.7010142523424117,0.6130083028389041,0.6539959926683139,0.4862349422615239
0.1680634,0.14919305,0.9310370416666667,0.66977009654757,0.6795520642618793,0.6744291768688935,0.5090483379030435
0.16735634,0.1490562,0.9333645416666667,0.7276528364553969,0.5842694339505315,0.6481000235017509,0.47981798045147406
0.16663454,0.14535071,0.9333257500000001,0.7363155066122868,0.5680337691371264,0.6413110291700381,0.47257469084718084
