Training loss,Validation loss,Accuracy,Precision,Recall,F1-score,CSI-score
0.58745974,0.5152799,0.8003299375,0.33610537122592343,0.9296012467297876,0.49370199731476067,0.3277938866011334
0.35313514,0.33100677,0.9154818958333333,0.56747826998227,0.817569863692182,0.6699376082908042,0.5039241959170493
0.34656945,0.33245283,0.9205640208333333,0.5931703827052826,0.7761272058675458,0.6723806380187527,0.506752611163477
0.3455139,0.32507455,0.919558375,0.5861854528449983,0.7966933064330758,0.6753736988259502,0.5101623338741366
0.34473732,0.33357248,0.9113217291666666,0.5503958679291444,0.8457312505723229,0.6668102536844625,0.5003716607929314
0.3429513,0.3215736,0.9205401458333333,0.5901299368680515,0.7984842072896273,0.6785942180218363,0.5138014040353478
0.34107947,0.32201445,0.9189776458333333,0.581765695368737,0.8132122885239133,0.6782511498793075,0.5134297200310671
0.34051824,0.32788384,0.9132938541666666,0.5571035544136012,0.8478661480534346,0.6723800443995934,0.5066810866061724
0.33955505,0.3248955,0.9169077708333333,0.572691174206283,0.8229161720767091,0.6753337452076086,0.5101007285143514
0.33951268,0.3210354,0.9192082083333333,0.5826082857690679,0.8143374141336601,0.6792085960147063,0.5145355471425139
0.3392946,0.31773505,0.9265462291666666,0.6253109944937525,0.7515845695025943,0.6825985178837208,0.5185105063224036
0.3386547,0.32055235,0.9193779791666666,0.5832867980128098,0.8143845931070077,0.679678780642152,0.5150586328541176
0.33924294,0.3281823,0.912880375,0.5556226733312735,0.8500941427133861,0.6719793084165822,0.5062239853862391
0.33738676,0.32002676,0.9187687499999999,0.5801406782873455,0.8218379518901504,0.6800820286558547,0.5155209331722475
0.33671904,0.31547534,0.9257896041666667,0.6187650832109889,0.7664144684608616,0.6846347910393458,0.5208249209392868
0.3364478,0.31734666,0.9198475208333333,0.5844523194713311,0.8211662931770929,0.6828119204690251,0.5186773929186851
0.33589086,0.31378147,0.9257933125,0.6176880599886216,0.7724476542865548,0.6863542535074036,0.522805201754031
0.33571434,0.31727463,0.9214581875,0.5928134206449103,0.8054714435644066,0.6829396400075245,0.5188371457523423
0.3349841,0.315672,0.9199778541666667,0.5842895349907347,0.8261935122639188,0.684455109675066,0.5205989044136059
0.33398533,0.31816378,0.9189272500000001,0.5800659034982343,0.8272573444511717,0.6818910165092806,0.5175892317720378
0.3346655,0.32263586,0.9149443333333334,0.5629219734863532,0.8506820761426419,0.6774587263557549,0.5124676450455051
0.3339437,0.3180164,0.9175485624999999,0.5731129705865847,0.8422003385036781,0.6820402513064866,0.5177566541376186
0.33355153,0.31219676,0.9271180416666667,0.625337503725016,0.7644533122237268,0.6878988689536838,0.5246614793960633
0.33249012,0.32309383,0.915003625,0.56336440062041,0.8481598892655517,0.6769761237578868,0.5119241559854618
0.33365875,0.31729284,0.9181855624999999,0.575976205640198,0.8383659959828178,0.6827797834707303,0.5186082928305348
0.33231917,0.31048325,0.9237116666666667,0.6023842409070717,0.806494844460891,0.6895874196254915,0.5265386095311393
0.33164155,0.30840722,0.9296285,0.6409546223233094,0.7512812939664425,0.6917155476451293,0.5291501778681004
0.33208185,0.30802262,0.9250741666666666,0.6092362324962666,0.8010221071144814,0.6920258601420559,0.5294250258073712
0.33231026,0.31852975,0.9290719166666667,0.645524713387866,0.7221194780508058,0.6815229268415519,0.5171601292013791
0.33133653,0.31532732,0.9194062916666667,0.5813477473756506,0.8332764912471801,0.6847889386570833,0.520917034689398
0.32965767,0.30812305,0.9268250625000001,0.6204029369114445,0.7821158800859034,0.6919176044201414,0.529385933611147
0.3292966,0.30812582,0.9250527708333334,0.6091326521663473,0.8008822604210796,0.6919074950536676,0.5292724787380967
0.32910636,0.313926,0.9208067291666666,0.587980025886209,0.8239460815246187,0.6861610428736893,0.5225284228461744
0.32985136,0.31054917,0.9257795833333333,0.6149873259879703,0.7845915525024454,0.6894951783095491,0.526503911386191
0.32898498,0.30942374,0.9233177708333333,0.5997924050877845,0.8142613201419036,0.6906590319557429,0.5278146458395769
0.329473,0.3061099,0.9275364791666667,0.6241188568535507,0.7815840483829746,0.6939642427738033,0.5317326344060349
0.32902732,0.3064869,0.9276912291666667,0.6255747947643,0.7783349574797597,0.693571249105402,0.5312943201102311
0.3289344,0.30995318,0.922929125,0.5975451481509202,0.8167294902078733,0.6901046311836463,0.5271793069606852
0.32767132,0.3050334,0.9272131666666668,0.6213421112625009,0.7888964192704374,0.6950661186438744,0.5330209019250755
0.32780424,0.30820188,0.9269165,0.6212195005660578,0.7807782164318636,0.6918701141763652,0.5292736555957787
0.3279303,0.3092992,0.9261982083333333,0.6173451249458857,0.7842532578121355,0.6907982790179275,0.528046145505928
0.32747567,0.30655122,0.9258031874999999,0.6129248599649351,0.7986277855590282,0.6935025389431237,0.5311882135552359
0.32707658,0.30608466,0.9270389583333334,0.6206602142574325,0.7870929817875215,0.6939829451781921,0.5317638672837426
0.32715252,0.31257027,0.9193682916666667,0.5800091598939565,0.8439447577458571,0.687447981393974,0.5240413425217665
0.3260519,0.3065826,0.9255017083333333,0.6111620954107373,0.8016056447450728,0.6934751524279036,0.5311598447049404
0.32584286,0.31041485,0.9221267708333334,0.5936995820692081,0.822896821434066,0.6896399538447674,0.5266205585795295
0.32581076,0.3041687,0.9269931041666666,0.6190234161225691,0.794806074187,0.6959304733165332,0.5340549910697074
0.3250554,0.3056846,0.9283847708333334,0.6297332260707698,0.7739922892834281,0.6943930971768466,0.5322625733142815
0.32529095,0.31046695,0.9216994791666666,0.5912637385501434,0.8274830833444948,0.6896105463358779,0.5265784872932118
0.32486677,0.30635366,0.9248416458333333,0.6068975860632959,0.8097851735621827,0.6937388314307974,0.531447294093468
0.32443616,0.30869174,0.9229034791666666,0.5968589296636838,0.8216269785057368,0.6913635706268852,0.528637612124428
0.32352763,0.30485547,0.9281961875,0.6280160744415906,0.7787059363902225,0.6952025791757974,0.5332137052476073
0.32361227,0.304537,0.9272154374999999,0.6208352235034329,0.7907519213166662,0.6955146184543832,0.5335971080996169
0.32313293,0.31061816,0.9214562708333334,0.5899735754545841,0.8295681047246494,0.6894654912921634,0.5264137785386549
0.32385153,0.3102598,0.9220982291666666,0.5935169543598975,0.8237844039434534,0.6898204890101514,0.5268398205156808
0.3238997,0.30872598,0.9228945416666667,0.5970305507336711,0.8211874091757048,0.6912930956136173,0.528556142742987
0.3222445,0.30776897,0.9242813333333333,0.6044103454818116,0.8102557550572514,0.6922710660464781,0.5297009689153251
0.3218197,0.3103822,0.9220576458333334,0.593079035493532,0.8240414504494231,0.6896512541794426,0.5266079956140624
0.32365116,0.3082473,0.9249795000000001,0.6090540745853874,0.8008916282389773,0.6918212968309071,0.5291941041712989
0.3212367,0.30625737,0.9251437916666667,0.6090292339892838,0.806193543360131,0.6937534109037999,0.5314640396160714
0.32045862,0.31173226,0.9217615208333334,0.5923945615115582,0.8216828379552508,0.6883154197188142,0.5250553023107644
0.32065326,0.3093579,0.9223801875,0.5943577072231966,0.8246471751601981,0.6907287785417828,0.5278885925821695
0.32012415,0.30726844,0.9245921875,0.60594121800683,0.8088018358838394,0.6927541265714532,0.5302804611231953
0.31957647,0.3041009,0.9280510625,0.6263970418727117,0.783084235372848,0.6959482739512568,0.5340844144425089
0.31938973,0.30492067,0.9278120208333334,0.6254845377870679,0.7823933424370655,0.6950992867845933,0.5330972001414354
0.31925693,0.30528292,0.9266934791666667,0.6178920108454432,0.7936099320759227,0.6947527534354714,0.5326707788415292
0.31906918,0.30610335,0.9251169375,0.6085560025844778,0.8073632766114296,0.693928380325247,0.5317078730590474
0.31900188,0.30886775,0.9247139375,0.607655520075716,0.801630041314662,0.6912058117442326,0.5284531108288519
0.318401,0.30902055,0.9231040625,0.5983298546859694,0.8180723059014003,0.6910568921780744,0.5282813481302587
0.31831944,0.30767864,0.924118125,0.6034034656828399,0.8121555107667892,0.6923257554029841,0.5298231123261212
0.31814346,0.30598238,0.9256222916666667,0.6114297103512263,0.8026652251009996,0.6940618512551247,0.5318551092410166
0.31799838,0.30562717,0.9266327291666667,0.618003270182121,0.7927339972846783,0.6944514911054518,0.5323358139095256
0.31823516,0.30713382,0.9247601666666667,0.6070955491787182,0.8073339002195409,0.6929391669336245,0.5305220653307684
0.31767103,0.30673867,0.9265589791666666,0.6179555009840688,0.7898303365713335,0.6933368352747205,0.5309943320681829
0.31510016,0.30661657,0.9266560833333333,0.6184921249150237,0.7893341159103446,0.693486633571555,0.5311795241853612
0.31515625,0.30624503,0.9249390833333333,0.6076064295274257,0.8087616437242252,0.6938133574749699,0.5315656815802432
0.3155589,0.3086569,0.9247522291666667,0.6078983631458239,0.801727456948661,0.691400142938907,0.5287267583639741
0.31449637,0.30786324,0.9251306458333333,0.609964649383821,0.8002804876656661,0.6921628544709527,0.5296231429691419
0.3152352,0.30756482,0.9262841458333333,0.6168358475505725,0.7895088099530122,0.6925062467182069,0.5300621168132523
0.31434965,0.30684784,0.9259647916666667,0.6144957815327254,0.7953503123532052,0.6932240309694049,0.5308900674475543
0.3136752,0.308522,0.9258370833333334,0.614827371240535,0.7904458554131328,0.6915529984182215,0.5289308026013635
0.31341434,0.3080435,0.9254664375,0.6116429361862821,0.7968515729289614,0.6920167178895037,0.5294224815173277
0.31205237,0.3089709,0.9239692708333334,0.6036070895478032,0.8085672281107623,0.6911004805795204,0.5284050723461425
0.3123272,0.3077386,0.9255792083333333,0.6123610196987833,0.7965348718582238,0.6923354590563867,0.5298154484516766
