Training loss,Validation loss,Accuracy,Precision,Recall,F1-score,CSI-score
0.4317634,0.37754357,0.8871865,0.47891512416013593,0.8898320832518616,0.622617157939606,0.45208448476715246
0.35050473,0.33036005,0.9194676458333333,0.587842170342397,0.778928770298128,0.6700152158233281,0.504071911779433
0.34784117,0.33276317,0.9169556249999999,0.5758195415118589,0.7941428978194112,0.6675476663694202,0.5012450905723421
0.3475847,0.3273269,0.9190076458333334,0.5840663821027666,0.7936504729150242,0.6728967285939952,0.5073071175043673
0.34659186,0.32546732,0.9223664791666666,0.60247548424159,0.766811315009807,0.6747518681248742,0.5094733058337177
0.34507054,0.3246349,0.9239294583333333,0.6120364309353035,0.7540765023184334,0.675623197001866,0.5104857021811398
0.34394357,0.32539576,0.9190939583333333,0.5833667272748093,0.8005374418022646,0.674910448178839,0.509602910377077
0.34292364,0.33435524,0.91017175,0.545935338952148,0.8535281868896986,0.6659168737860927,0.4993365107463805
0.34211972,0.32148483,0.9209130416666667,0.592171159571649,0.7950279228012535,0.6786994363496481,0.5139625269147079
0.34138492,0.33362097,0.9104374166666667,0.5472188161434455,0.8521497902059628,0.6664122229973268,0.499925760104983
0.34077147,0.3188319,0.9207252916666666,0.5897300236153628,0.8066132048688767,0.6812865888059834,0.5169498611084489
0.3401296,0.31900087,0.9242443124999999,0.610565326144741,0.7701848945683842,0.6811248759367214,0.516841272804065
0.34106767,0.31703466,0.9246879375,0.6121413380099588,0.7725870314521963,0.6830399222877428,0.5189955084440541
0.33878323,0.3161254,0.9221951875000001,0.5967350207107853,0.8013742464907854,0.6840080344348591,0.5200842557454857
0.3367923,0.3153093,0.9231048125000001,0.6016012588000046,0.7948259009388547,0.6847796773240005,0.5209888808749833
0.3371031,0.31577283,0.9235623749999999,0.6045780124334004,0.7882708837651546,0.684259253898382,0.5204016626885124
0.3361123,0.31539097,0.927736625,0.6324756957584902,0.7466435120887087,0.6847660029830387,0.5210433632208733
0.33554626,0.31789866,0.9195279375000001,0.5833051467526355,0.8217115539114808,0.6821896597399543,0.5179837643017794
0.33474445,0.31370032,0.9245016875000001,0.6090036885244988,0.7863331475385049,0.6863639229551366,0.5228518721012753
0.33452904,0.31545073,0.9222651666666667,0.5965970627029815,0.8032519403356861,0.6846182097395506,0.5207569071241366
0.33502325,0.31286952,0.9232520208333334,0.6009541551927304,0.8025921944465166,0.6872344819544733,0.523811200218018
0.33363745,0.31496266,0.9213613333333333,0.5913569648578498,0.8142723427748745,0.6850871209788162,0.5213145221195316
0.33368814,0.31477147,0.9216123541666666,0.5926267314327529,0.8124471727136696,0.6852784388683903,0.5215039260256602
0.3323814,0.30979893,0.9258121458333333,0.615104037018225,0.7866632979653225,0.690321449969101,0.5274727589787012
0.3332423,0.3140075,0.9227544791666666,0.5987514972806702,0.8034263927428886,0.6860899136606459,0.5224886381044072
0.33156496,0.3103756,0.92433725,0.6060146760595106,0.8003134588890145,0.6896743652735053,0.5266200263254213
0.33086824,0.30877137,0.9251551666666666,0.6102432580990774,0.7976151425409839,0.69137843263925,0.5286572675115805
0.33163333,0.30675754,0.9279767291666666,0.6275767559634722,0.7746887492718846,0.6933439104667698,0.5309739076576205
0.33133906,0.3069627,0.9254677291666666,0.6112638778090724,0.8004279709498685,0.693092403310423,0.5307199086694006
0.3296613,0.310687,0.922018,0.592982646652634,0.8233619009885451,0.6893449608480142,0.5262332601485467
0.3283034,0.3074379,0.9235632916666667,0.6000178146644148,0.8193019359942799,0.6926366091171241,0.5301376266915743
0.32763916,0.31303146,0.9272573749999999,0.6237004550345667,0.7764583312806382,0.691691126793871,0.5290573307828667
0.32757062,0.31003338,0.9218684583333334,0.5918272905048626,0.8276205496750801,0.6900417823018001,0.5270362747219994
0.3278202,0.30939165,0.9237239166666666,0.6017731725234354,0.8106195574676975,0.6907000718429587,0.5278463792502864
0.32721585,0.3026343,0.9272921041666666,0.6200664291837993,0.7971520611823099,0.697460368022726,0.5358288230486079
0.32731384,0.30387306,0.9267502291666667,0.6173919822627141,0.7983499595635937,0.6961865348709282,0.5342632337133599
0.32582107,0.30483672,0.9243335,0.602922938830571,0.8210654598763629,0.6952090241230017,0.5331378499526002
0.3263,0.3077315,0.9226349583333333,0.5944442050969109,0.8290562534069432,0.6923798358969844,0.5297755431309825
0.32549727,0.3043684,0.9250123125,0.6070024294759893,0.8152978335951875,0.6957420728820352,0.5337426023027149
0.32504347,0.3031613,0.927408875,0.6210756079826145,0.7939680200305637,0.6969062220097855,0.5352032009959528
0.32475328,0.30366266,0.9265262708333333,0.6156701580149546,0.8016726247858179,0.6964023875453575,0.5345912930237164
0.32379034,0.30188665,0.9288379375,0.6299352979759776,0.7830878539647212,0.6981691733436011,0.5367049300347537
0.3237684,0.3048766,0.9258395833333333,0.6121025500928041,0.8046997221759592,0.6952343900025864,0.533196701298539
0.32383454,0.30469826,0.9239393333333333,0.6010292443812881,0.8252512359701378,0.6953741730301585,0.5333712514672312
0.32215714,0.30152136,0.9285340833333333,0.6278303364758215,0.7874059897784057,0.6985261667479378,0.5370924878045655
0.32139257,0.30636978,0.9237547083333333,0.600563071018767,0.8212568021353084,0.6936963607356101,0.5313886856532231
0.3207137,0.304566,0.9236185625,0.5988683574906286,0.8294634055466112,0.6954551213466948,0.5334515597405364
0.31977513,0.30160144,0.9271929375,0.6187791775046602,0.8018681136950301,0.6984342936947956,0.5369786910145362
0.32015538,0.3019684,0.9263075416666666,0.6132841730068508,0.8103020588655474,0.6980798524516065,0.5365682702847365
0.31938335,0.30049717,0.9285442083333333,0.6270721293132182,0.7913377210271926,0.699604954471299,0.5383783568093228
0.31915578,0.30320817,0.9276955416666667,0.6232064722914579,0.7903178338927362,0.6968092341550913,0.5350773940034339
0.3176655,0.30352983,0.9291590208333333,0.6340887280850811,0.7728028212984313,0.6965138629482523,0.5347996142580751
0.31735754,0.30307177,0.926266375,0.6135838028110652,0.8067193009790421,0.6969528971748571,0.5352080016847012
0.31667665,0.30390763,0.9256500833333333,0.6100323583651797,0.8107727499089494,0.6961635697821857,0.5342286240233107
